site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
Cornell,altair,1,,,107,165.6,1478,293.9,2623,181.5,734847.9,181.5,734848,136.7,,,,,,,,,,,,,,,,,,,
Cornell,altair,2,,,212,138.1,1233,346.3,3091,180,728620.4,180,728620,134,,,,,,,,,,,,,,,,,,,
Cornell,altair,3,,,310,190.2,1697,366.4,3270,132.3,535567.1,132.3,535567,151,,,,,,,,,,,,,,,,,,,
Cornell,altair,4,,,411,171.7,1533,333.6,2977,135.4,548022.2,135.4,548022,142,,,,,,,,,,,,,,,,,,,
Cornell,anka,1,,,108,166.8,1489,321.7,2871,169.2,685027.7,169.2,685028,142.3,,,,,,,,,,,,,,,,,,,
Cornell,anka,2,,,206,168.9,1507,533.2,4759,195.4,790895.7,195.4,790896,161,,,,,,,,,,,,,,,,,,,
Cornell,anka,3,,,312,152,1357,320.5,2860,187.7,759758,187.7,759758,152.7,,,,,,,,,,,,,,,,,,,
Cornell,anka,4,,,413,164.8,1470,266.8,2381,155.4,628980,155.4,628980,145.3,,,,,,,,,,,,,,,,,,,
Cornell,bialobrzeskie,1,,,104,146.7,1309,163.1,1456,96.9,392334.1,96.9,392334,119.7,,,,,,,,,,,,,,,,,,,
Cornell,bialobrzeskie,2,,,208,179.9,1606,259.4,2315,84.6,342513.9,84.6,342514,151,,,,,,,,,,,,,,,,,,,
Cornell,bialobrzeskie,3,,,304,114.8,1024,237.3,2118,98.5,398561.6,98.5,398562,141.7,,,,,,,,,,,,,,,,,,,
Cornell,bialobrzeskie,4,,,408,159,1419,407,3632,150.8,610297.4,150.8,610297,157.7,,,,,,,,,,,,,,,,,,,
Cornell,cfx1,1,,,103,83.2,743,76.2,680,155.4,628980,155.4,628980,66,,,,,,,,,,,,,,,,,,,
Cornell,cfx1,2,,,204,110.2,984,91.4,816,124.6,504429.5,124.6,504430,78,,,,,,,,,,,,,,,,,,,
Cornell,cfx1,3,,,313,110.7,988,91,812,143.1,579159.8,143.1,579160,86.3,,,,,,,,,,,,,,,,,,,
Cornell,cfx1,4,,,410,182.4,1628,141.8,1266,113.8,460836.8,113.8,460837,86.3,,,,,,,,,,,,,,,,,,,
Cornell,crs1,1,,,110,175,1562,166.8,1489,132.3,535567.1,132.3,535567,100.3,,,,,,,,,,,,,,,,,,,
Cornell,crs1,2,,,210,161.1,1438,169.7,1514,120,485746.9,120,485747,115.3,,,,,,,,,,,,,,,,,,,
Cornell,crs1,3,,,306,179.1,1598,200,1785,143.1,579159.8,143.1,579160,114.7,,,,,,,,,,,,,,,,,,,
Cornell,crs1,4,,,407,204.9,1829,232.8,2078,104.6,423471.7,104.6,423472,119,,,,,,,,,,,,,,,,,,,
Cornell,henola,1,,,106,202,1803,359,3204,178.4,722392.9,178.4,722393,108.7,,,,,,,,,,,,,,,,,,,
Cornell,henola,2,,,209,195.5,1745,345.9,3087,187.7,759758,187.7,759758,121,,,,,,,,,,,,,,,,,,,
Cornell,henola,3,,,303,135.7,1211,213.1,1902,201.5,815805.8,201.5,815806,112,,,,,,,,,,,,,,,,,,,
Cornell,henola,4,,,402,170.5,1522,238.5,2129,166.1,672572.7,166.1,672573,116.3,,,,,,,,,,,,,,,,,,,
Cornell,hlesia,1,,,101,96.3,860,289.3,2582,195.4,790895.7,195.4,790896,107,,,,,,,,,,,,,,,,,,,
Cornell,hlesia,2,,,201,77,688,232,2070,210.7,853170.9,210.7,853171,107.3,,,,,,,,,,,,,,,,,,,
Cornell,hlesia,3,,,302,77.5,691,283.2,2528,204.6,828260.8,204.6,828261,120.7,,,,,,,,,,,,,,,,,,,
Cornell,hlesia,4,,,412,123,1097,261.9,2337,180,728620.4,180,728620,128.3,,,,,,,,,,,,,,,,,,,
Cornell,hliana,1,,,112,99.6,889,178.7,1595,113.8,460836.8,113.8,460837,115.7,,,,,,,,,,,,,,,,,,,
Cornell,hliana,2,,,207,65.2,582,206.1,1840,115.4,467064.4,115.4,467064,140.3,,,,,,,,,,,,,,,,,,,
Cornell,hliana,3,,,307,62.7,560,206.6,1844,109.2,442154.3,109.2,442154,133,,,,,,,,,,,,,,,,,,,
Cornell,hliana,4,,,409,89.8,801,262.3,2341,67.7,274011.1,67.7,274011,162.7,,,,,,,,,,,,,,,,,,,
Cornell,hlukauskii51,1,,,105,82.8,739,270.5,2414,180,728620.4,180,728620,123.3,,,,,,,,,,,,,,,,,,,
Cornell,hlukauskii51,2,,,213,70.9,633,323.4,2886,215.4,871853.5,215.4,871853,125.7,,,,,,,,,,,,,,,,,,,
Cornell,hlukauskii51,3,,,309,75,669,400.4,3574,135.4,548022.2,135.4,548022,146.7,,,,,,,,,,,,,,,,,,,
Cornell,hlukauskii51,4,,,404,89.8,801,380.3,3394,210.7,853170.9,210.7,853171,135.3,,,,,,,,,,,,,,,,,,,
Cornell,katani,1,,,102,78.7,702,66.4,593,170.8,691255.3,170.8,691255,50.7,,,,,,,,,,,,,,,,,,,
Cornell,katani,2,,,211,93,830,66.4,593,190.7,772213.1,190.7,772213,75.3,,,,,,,,,,,,,,,,,,,
Cornell,katani,3,,,311,98,874,70.5,629,172.3,697482.8,172.3,697483,83.7,,,,,,,,,,,,,,,,,,,
Cornell,katani,4,,,406,93,830,82.4,735,124.6,504429.5,124.6,504430,79,,,,,,,,,,,,,,,,,,,
Cornell,nwg2730,1,,,111,159.8,1427,463.1,4133,116.9,473291.9,116.9,473292,157,,,,,,,,,,,,,,,,,,,
Cornell,nwg2730,2,,,205,104.5,933,441,3936,141.5,572932.3,141.5,572932,168,,,,,,,,,,,,,,,,,,,
Cornell,nwg2730,3,,,308,172.1,1536,530.7,4737,101.5,411016.6,101.5,411017,179.7,,,,,,,,,,,,,,,,,,,
Cornell,nwg2730,4,,,401,106.6,951,451.6,4031,150.8,610297.4,150.8,610297,149.7,,,,,,,,,,,,,,,,,,,
Cornell,nwg452,1,,,113,153.7,1372,276.2,2465,198.4,803350.7,198.4,803351,138.7,,,,,,,,,,,,,,,,,,,
Cornell,nwg452,2,,,202,115.6,1032,281.6,2513,230.7,934128.7,230.7,934129,135.3,,,,,,,,,,,,,,,,,,,
Cornell,nwg452,3,,,305,107.4,958,293.9,2623,524.6,2123586,524.6,2123586,172,,,,,,,,,,,,,,,,,,,
Cornell,nwg452,4,,,403,120.5,1075,316,2820,207.7,840715.9,207.7,840716,154,,,,,,,,,,,,,,,,,,,
