site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
Wisconsin Arlington,CRS-1,1,4,,,66.6,594.7,26,232.1,14,,13,,72.67,,3.56,,,,0.77,,,,,,,,,,,,,
Wisconsin Arlington,CRS-1,2,4,,,192.8,1720.7,140,1249.5,21,,18.33,,109.33,,6.55,,,,0.41,,,,,,,,,,,,,
Wisconsin Arlington,CRS-1,3,4,,,124.8,1114,98,874.7,20,,25.33,,114.67,,7.27,,,,0.69,,,,,,,,,,,,,
Wisconsin Arlington,CRS-1,4,4,,,97.5,870.2,107,955,9.33,,17.33,,131.33,,5.74,,,,1.36,,,,,,,,,,,,,
Wisconsin Arlington,Feorda 17,1,5,,,176.5,1575.4,147,1312,8.67,,14,,104,,7.23,,,,0.91,,,,,,,,,,,,,
Wisconsin Arlington,Feorda 17,2,5,,,224.3,2001.8,443,3953.8,38.33,,22.33,,160.33,,7.48,,,,2.19,,,,,,,,,,,,,
Wisconsin Arlington,Feorda 17,3,5,,,162.9,1454.1,259,2311.6,29.33,,19.33,,154,,7.89,,,,1.64,,,,,,,,,,,,,
Wisconsin Arlington,Feorda 17,4,5,,,155.4,1387,221,1972.4,19,,23.33,,136.67,,5.83,,,,1.5,,,,,,,,,,,,,
Wisconsin Arlington,Felina 32,1,6,,,115.8,1033.3,104,928.2,22.67,,13.67,,101,,4.78,,,,0.78,,,,,,,,,,,,,
Wisconsin Arlington,Felina 32,2,6,,,138.1,1232.9,239,2133.1,19,,20.33,,162,,6.19,,,,1.44,,,,,,,,,,,,,
Wisconsin Arlington,Felina 32,3,6,,,169.5,1513,309,2757.8,32,,19.67,,169.67,,6.96,,,,0.34,,,,,,,,,,,,,
Wisconsin Arlington,Felina 32,4,6,,,192.2,1715.3,304,2713.2,24.33,,22,,146,,6.27,,,,0.74,,,,,,,,,,,,,
Wisconsin Arlington,Future 75,1,7,,,147.5,1316.7,250,2231.3,9.67,,15.67,,159.67,,6.67,,,,1.61,,,,,,,,,,,,,
Wisconsin Arlington,Future 75,2,7,,,189,1686.8,325,2900.6,20,,15.67,,180,,10.24,,,,0.88,,,,,,,,,,,,,
Wisconsin Arlington,Future 75,3,7,,,140.5,1253.8,308,2748.9,19.67,,15,,203.33,,8.77,,,,1.25,,,,,,,,,,,,,
Wisconsin Arlington,Future 75,4,7,,,221.2,1974.4,428,3819.9,18.33,,15.33,,192.33,,8.01,,,,1.56,,,,,,,,,,,,,
Wisconsin Arlington,Grandi,1,8,,,13.4,119.2,11,98.2,16,,13,,75,,3.58,,,,0.95,,,,,,,,,,,,,
Wisconsin Arlington,Grandi,2,8,,,70.5,629.5,76,678.3,26,,17.33,,88,,4.71,,,,0.49,,,,,,,,,,,,,
Wisconsin Arlington,Grandi,3,8,,,79.3,707.6,64,571.2,35,,18,,75.67,,5.31,,,,1,,,,,,,,,,,,,
Wisconsin Arlington,Grandi,4,8,,,11.5,103,7,62.5,6.33,,6.33,,73.33,,5.47,,,,0.9,,,,,,,,,,,,,
Wisconsin Arlington,Hlesia,1,9,,,101.3,904.3,106,946.1,3.67,,18.67,,99,,6.09,,,,1,,,,,,,,,,,,,
Wisconsin Arlington,Hlesia,2,9,,,56,499.4,92,821.1,14.67,,20.67,,109.33,,5.56,,,,1.7,,,,,,,,,,,,,
Wisconsin Arlington,Hlesia,3,9,,,101.8,908.5,237,2115.2,25.67,,19,,118.67,,5.06,,,,2.8,,,,,,,,,,,,,
Wisconsin Arlington,Hlesia,4,9,,,151.2,1349.2,217,1936.7,6.67,,13.33,,112.33,,7.14,,,,0.9,,,,,,,,,,,,,
Wisconsin Arlington,Hliana,1,10,,,111.8,998.2,242,2159.9,20.67,,25,,131.67,,8.06,,,,1.88,,,,,,,,,,,,,
Wisconsin Arlington,Hliana,2,10,,,78.8,703.1,110,981.8,15.67,,13.67,,83.67,,5.79,,,,1.28,,,,,,,,,,,,,
Wisconsin Arlington,Hliana,3,10,,,125.2,1117.2,320,2856,24,,16,,98.67,,8.12,,,,1.18,,,,,,,,,,,,,
Wisconsin Arlington,Hliana,4,10,,,86.7,773.6,236,2106.3,7.33,,14.67,,134.33,,7.97,,,,1.44,,,,,,,,,,,,,
Wisconsin Arlington,Hlukauskii51,1,11,,,47.6,424.7,70,624.8,15,,10.33,,76,,4.52,,,,2.1,,,,,,,,,,,,,
Wisconsin Arlington,Hlukauskii51,2,11,,,51.7,461.8,139,1240.6,9.33,,18.33,,119.67,,6.83,,,,2.06,,,,,,,,,,,,,
Wisconsin Arlington,Hlukauskii51,3,11,,,90.3,805.5,223,1990.3,7.67,,12.33,,134.33,,5.18,,,,1.85,,,,,,,,,,,,,
Wisconsin Arlington,Hlukauskii51,4,11,,,97.7,872.2,309,2757.8,22.33,,17,,142,,6.9,,,,0.96,,,,,,,,,,,,,
Wisconsin Arlington,Katani,1,12,,,43.7,389.8,22,196.4,21,,8.33,,64,,3.73,,,,0.47,,,,,,,,,,,,,
Wisconsin Arlington,Katani,2,12,,,59.9,534.7,23,205.3,16.67,,17,,61.33,,3,,,,0.82,,,,,,,,,,,,,
Wisconsin Arlington,Katani,3,12,,,126.7,1130.6,106,946.1,34,,8.33,,101.67,,5.01,,,,0.92,,,,,,,,,,,,,
Wisconsin Arlington,Katani,4,12,,,23.3,208.2,16,142.8,22.67,,13,,81,,5.05,,,,0.86,,,,,,,,,,,,,
Wisconsin Arlington,Picolo,1,13,,,3.4,30.6,4,35.7,9.67,,10.67,,75.67,,4.18,,,,0.6,,,,,,,,,,,,,
Wisconsin Arlington,Picolo,2,13,,,67.3,600.5,26,232.1,26.33,,11.67,,94,,4.81,,,,0.84,,,,,,,,,,,,,
Wisconsin Arlington,Picolo,3,13,,,102,910.3,57,508.7,20.67,,13.67,,86.67,,4.27,,,,0.95,,,,,,,,,,,,,
Wisconsin Arlington,Picolo,4,13,,,57.4,512,34,303.5,5,,6.67,,114.67,,5.57,,,,0.82,,,,,,,,,,,,,
Wisconsin Arlington,Uso-31,1,14,,,106.6,951.7,108,963.9,7,,8,,102.33,,5.76,,,,2,,,,,,,,,,,,,
Wisconsin Arlington,Uso-31,2,14,,,110.1,983,240,2142,26,,17,,134.33,,6.75,,,,0.59,,,,,,,,,,,,,
Wisconsin Arlington,Uso-31,3,14,,,156.1,1393.1,309,2757.8,25,,22.33,,124.67,,5.28,,,,2.05,,,,,,,,,,,,,
Wisconsin Arlington,Uso-31,4,14,,,111.9,998.7,245,2186.6,19.67,,20.67,,151,,5.8,,,,0.63,,,,,,,,,,,,,
Wisconsin Arlington,X-59,1,15,,,45.9,409.7,16,142.8,7,,8.33,,55.33,,4.46,,,,0.92,,,,,,,,,,,,,
Wisconsin Arlington,X-59,2,15,,,136.2,1215.4,64,571.2,18.33,,13,,88.33,,5.76,,,,1.05,,,,,,,,,,,,,
Wisconsin Arlington,X-59,3,15,,,120.1,1071.6,56,499.8,21.33,,16.33,,127.67,,6.73,,,,0.88,,,,,,,,,,,,,
Wisconsin Arlington,X-59,4,15,,,104.6,933.9,48,428.4,7.67,,15.67,,113.67,,6.39,,,,1.04,,,,,,,,,,,,,
