site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
Virginia,Hlesia ,2,9,,,44,392,320,2854,87,352089,52,210444,125,17.3,6.9,0.7,39,44,1:38,3,61.8,,,,0,,,,,,,
Virginia,Hlesia ,3,9,,,97,868,724,6450,95,384465,68,275196,165,12.9,9,2.1,37,42,1:16,6,66,,,,0,,,,,,,
Virginia,Hlesia ,4,9,,,149,1331,579,5158,69,279243,58.7,237424,150,8.2,7.6,1.6,39,42,1:43,2,64.1,,,,0,,,,,,,
Virginia,Hliana,1,10,,,95,844,280,2496,42,169974,41.3,167276,117.5,15,6.5,1.7,49,54,0:01,0,54.7,,,,0,,,,,,,
Virginia,Hliana,2,10,,,40,357,161,1438,43,174021,26.7,107920,75,5.8,6.3,0.9,50,55,0:01,0,54.5,,,,0,,,,,,,
Virginia,Hliana,3,10,,,43,380,577,5146,49,198303,33.3,134900,182.5,25,9.2,0.9,49,54,4:21,16,58.9,,,,0,,,,,,,
Virginia,Hliana,4,10,,,43,380,559,4980,47,190209,33.3,134900,182.5,9.6,9.9,2.3,51,55,1:24,4,62.6,,,,0,,,,,,,
Virginia,Lara,1,11,,,83,737,411,3661,96,388512,93.3,377720,152.5,26.3,5.8,2.3,43,47,11:59,16,48.5,,,,0,,,,,,,
Virginia,Lara,2,11,,,75,666,467,4160,86,348042,85.3,345344,147.5,12.6,5.2,1.2,44,50,5:59,8,47.9,,,,0,,,,,,,
Virginia,Lara,3,11,,,123,1093,999,8902,111,449217,52,210444,237.5,47.9,10.2,1.5,43,47,3:10,23,57.6,,,,0,,,,,,,
Virginia,Lara,4,11,,,125,1117,873,7785,78,315666,53.3,215840,222.5,35.9,9.4,2.1,44,50,3:17,15,59.2,,,,0,,,,,,,
Virginia,Vega,1,16,,,107,951,371,3304,90,364230,89.3,361532,117.5,17.1,6,0.7,37,40,0:01,0,58.8,,,,0,,,,,,,
Virginia,Vega,2,16,,,145,1296,439,3910,91,368277,76,307572,127.5,15,7.3,2.3,38,40,0:01,0,58.9,,,,0,,,,,,,
Virginia,Vega,3,16,,,175,1557,757,6751,99,400653,98.7,399304,157.5,9.6,8.4,2,38,42,0.174305556,4,64.8,,,,0,,,,,,,
Virginia,Vega,4,16,,,184,1640,672,5990,107,433029,89.3,361532,162.5,9.6,6.5,3.6,38,41,0.128472222,3,60.6,,,,0,,,,,,,
Virginia,X-59,1,17,,,157,1402,139,1236,88,356136,73.3,296780,80,8.2,5.8,1,34,38,16:39,29,56,,,,0,,,,,,,
Virginia,X-59,2,17,,,143,1272,220,1961,95,384465,66.7,269800,110,49.7,5.3,2,34,39,1:01,50,54.9,,,,0,,,,,,,
Virginia,X-59,3,17,,,264,2353,449,4005,113,457311,90.7,366928,120,8.2,8.4,2.5,35,40,31:37:00,46,56,,,,0,,,,,,,
Virginia,X-59,4,17,,,295,2627,493,4398,88,356136,68,275196,112.5,15,8.3,1.8,35,39,14:37,27,58.6,,,,0,,,,,,,
