site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
Kentucky Lexington,CS Seme,4,,,417-2,77.1,687.5,13.44,120.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,1,,,113-1,72.93,650.3,48.53,433.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,1,,,113-2,74.99,668.7,56.7,506.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,2,,,217-1,99.27,885.2,46.38,413.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,2,,,217-2,77.77,693.5,39.94,356.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,3,,,301-1,118.48,1056.5,52.32,467.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,3,,,301-2,127.5,1136.9,57.24,510.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,4,,,403-1,102.3,912.2,38.22,341.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Fedora 17,4,,,403-2,96.79,863.1,37.25,332.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,1,,,109-1,47.23,421.2,69.99,624.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,1,,,109-2,16.7,148.9,52.4,467.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,2,,,214-1,68.55,611.3,44.5,397.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,2,,,214-2,44.7,398.6,48.4,432.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,3,,,315-1,52.48,468,50.53,451.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,3,,,315-2,43.7,389.7,61.5,548.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,4,,,413-1,40.28,359.2,37.89,338.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Felina 32,4,,,413-2,40.16,358.1,47.84,427.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,1,,,116-1,73.99,659.8,53.36,476.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,1,,,116-2,45.41,404.9,50.63,451.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,2,,,216-1,48.45,432,47.57,424.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,2,,,216-2,44.4,395.9,43.28,386.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,3,,,309-1,74.26,662.2,67.29,600.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,3,,,309-2,61.15,545.3,53.38,476.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,4,,,415-1,54.33,484.5,39.7,354.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Futura 75,4,,,415-2,41.12,366.7,32.28,288.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,1,,,115-1,99.03,883.1,21.56,192.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,1,,,115-2,123.4,1100.4,24.97,222.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,2,,,207-1,120.17,1071.6,26.89,240.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,2,,,207-2,113.89,1015.6,23.14,206.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,3,,,318-1,122.35,1091,18.62,166.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,3,,,318-2,123.06,1097.3,24.38,217.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,4,,,408-1,131.1,1169,19.65,175.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,GC-2,4,,,408-2,120.6,1075.4,24.35,217.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,1,,,114-1,30.19,269.2,40.04,357.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,1,,,114-2,33.01,294.4,42.54,379.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,2,,,218-1,26.83,239.2,25.86,230.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,2,,,218-2,42.97,383.2,38.35,342.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,3,,,304-1,49.9,445,48.99,437.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,3,,,304-2,29.25,260.8,38.39,342.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,4,,,402-1,51.77,461.6,45.42,405.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlesia,4,,,402-2,68.19,608.1,57.96,517.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,1,,,102-1,42.41,378.2,59.14,527.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,1,,,102-2,43.86,391.1,57.02,508.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,2,,,211-1,38.6,344.2,38.6,344.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,2,,,211-2,43.53,388.2,23.2,207.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,3,,,306-1,34.7,309.4,40.1,357.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,3,,,306-2,55.2,492.2,68.65,612.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,4,,,405-1,56.3,502,51.32,458.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hliana,4,,,405-2,30.1,268.4,48.8,435.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,1,,,117-1,65.65,585.4,54.26,484.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,1,,,117-2,51.65,460.6,39.63,353.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,2,,,206-1,33.5,298.7,42.4,378.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,2,,,206-2,35.62,317.6,35.83,319.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,3,,,313-1,64.34,573.7,45.21,403.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,3,,,313-2,47.94,427.5,41.81,373.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,4,,,410-1,26.2,233.6,19.1,170.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Hlukhovskii51,4,,,410-2,30.16,268.9,19.1,170.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,1,,,104-1,93.7,835.5,25.9,231.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,1,,,104-2,90.1,803.4,22.9,204.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,2,,,215-1,136.1,1213.6,27.2,242.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,2,,,215-2,105.1,937.2,15.8,141.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,3,,,310-1,146.2,1303.7,28.92,258.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,3,,,310-2,157.2,1401.8,29.4,262.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,4,,,406-1,152.2,1357.2,19.8,176.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Katani,4,,,406-2,124.1,1106.6,15.1,134.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,1,,,107-1,94.86,845.9,21.95,195.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,1,,,107-2,106.93,953.5,24.17,215.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,2,,,212-1,79.65,710.2,19.36,172.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,2,,,212-2,93.36,832.5,19.23,171.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,3,,,308-1,138.18,1232.2,28.31,252.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,3,,,308-2,89.74,800.2,18.9,168.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,4,,,414-1,61.68,550,15.72,140.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,4,,,414-2,73.06,651.5,17,151.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,5,,,416-1,88.87,792.5,17.44,155.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Martha,5,,,416-2,74.63,665.5,12.9,115.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,1,,,108-1,47.5,423.6,35.2,314.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,1,,,108-2,36.13,322.2,28.39,253.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,2,,,213-1,53.8,479.7,31.9,284.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,2,,,213-2,59.8,533.2,32.5,290.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,3,,,314-1,56.9,507.4,26.4,235.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,3,,,314-2,46.3,412.9,23.7,211.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,4,,,409-1,80.13,714.5,40.15,358.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 452,4,,,409-2,61.4,547.5,28.3,252.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,1,,,106-1,64.5,575.1,27.5,245.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,1,,,106-2,68.28,608.9,20.16,179.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,2,,,201-1,50.1,446.7,29.5,263.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,2,,,201-2,50.1,446.7,28.6,255.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,3,,,307-1,73.91,659.1,30.24,269.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,3,,,307-2,66.59,593.8,38.12,340.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,4,,,404-1,65.09,580.4,33.98,303.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,NWG 331,4,,,404-2,54.25,483.7,33.94,302.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,1,,,103-1,53.1,473.5,63,562.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,1,,,103-2,49.7,443.2,23.9,213.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,2,,,208-1,52.53,468.4,42.68,380.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,2,,,208-2,42.53,379.2,40.53,361.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,3,,,311-1,43.41,387.1,35.96,320.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,3,,,311-2,50.29,448.4,40.09,357.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,4,,,412-1,53.31,475.4,36.95,329.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Santhica,4,,,412-2,51.81,462,45.55,406.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,1,,,111-1,84.35,752.2,46.86,418.2,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,1,,,111-2,76.8,684.8,41.69,372.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,2,,,210-1,70.6,629.5,32.7,291.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,2,,,210-2,82.53,735.9,43.62,389.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,3,,,303-1,79.41,708.1,25.1,224.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,3,,,303-2,73.8,658.1,42.3,377.5,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,4,,,401-1,100.94,900.1,34.51,308.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Tygra,4,,,401-2,132.57,1182.1,47.69,425.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,1,,,101-1,73.56,655.9,47.71,425.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,1,,,101-2,61.56,548.9,44.04,393.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,2,,,205-1,64.59,576,56.67,505.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,2,,,205-2,51.21,456.6,40.19,358.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,3,,,302-1,65.4,583.2,51.2,457.0,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,3,,,302-2,64.49,575.1,44.18,394.3,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,4,,,411-1,65.4,583.2,48.3,431.1,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Uso-31,4,,,411-2,64.1,571.6,44.23,394.8,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Victoria,1,,,110-1,112.56,1003.7,26.6,237.4,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Victoria,1,,,110-2,87.54,780.6,22.4,199.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Victoria,2,,,209-1,124.04,1106.1,22.25,198.6,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Victoria,2,,,209-2,126.51,1128.1,26.88,239.9,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Victoria,3,,,305-1,104.33,930.3,27.08,241.7,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Lexington,Victoria,3,,,305-2,91.32,814.3,19.43,173.4,,,,,,,,,,,,,,,,,,,,,,,,
