site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
kansas_lexington,altair,,,,,12.8,87.433542,102.39,690.4573281,,,30,121405.6926,,,,,,,,,,,,,,,,,,,,
kansas_lexington,altair,,,,,23.76,185.2163604,123.3,877.011957,,,27,109265.1233,,,,,,,,,,,,,,,,,,,,
kansas_lexington,altair,,,,,15.56,112.0576824,87.19,554.8461201,,,19,76890.27198,,,,,,,,,,,,,,,,,,,,
kansas_lexington,altair,,,,,12,80.29611,82.02,508.7204658,,,28,113311.9798,,,,,,,,,,,,,,,,,,,,
kansas_lexington,altair,,,,,11.55,76.2813045,110.08,759.0658932,,,22,89030.84124,,,,,,,,,,,,,,,,,,,,
kansas_lexington,altair,,,,,21.22,162.5550138,117.79,827.8528941,,,18,72843.41556,,,,,,,,,,,,,,,,,,,,
kansas_lexington,altair,,,,,14.57,103.2251103,84.5,530.846505,,,20,80937.1284,,,,,,,,,,,,,,,,,,,,
kansas_lexington,altair,,,,,10.53,67.1810787,117.57,825.8901003,,,37,149733.6875,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,30.06,241.4236374,72.15,420.6623985,,,8,32374.85136,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,16.82,123.2991378,86.18,545.8351122,,,34,137593.1183,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,34.74,283.1776146,123.88,882.1865952,,,18,72843.41556,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,21.72,167.0159088,93.32,609.5366928,,,19,76890.27198,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,21.41,164.2501539,79.35,484.8992865,,,10,40468.5642,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,15.46,111.1655034,89.64,576.7045056,,,32,129499.4054,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,19.58,147.9232782,102.21,688.8514059,,,27,109265.1233,,,,,,,,,,,,,,,,,,,,
kansas_lexington,anka,,,,,24.97,196.0117263,137.5,1003.701375,,,36,145686.8311,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,16.43,119.8196397,96.19,635.1422301,,,8,32374.85136,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,36.53,299.1476187,69.55,397.4657445,,,13,52609.13346,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,14.87,105.9016473,95.79,631.5735141,,,10,40468.5642,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,14.54,102.9574566,68.57,388.7223903,,,13,52609.13346,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,10.98,71.1958842,74.97,445.8218463,,,8,32374.85136,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,14.33,101.0838807,100.35,672.2568765,,,16,64749.70272,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,9.68,59.5975572,71.24,412.5435696,,,11,44515.42062,,,,,,,,,,,,,,,,,,,,
kansas_lexington,bialobrzeskie,,,,,15.28,109.5595812,69.89,400.4991531,,,16,64749.70272,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,7,35.68716,28.81,33.9920199,,,11,44515.42062,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,3.5,4.460895,25.09,0.8029611,,,7,28327.99494,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,4.03,9.1894437,28.72,33.1890588,,,8,32374.85136,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,4.04,9.2786616,29.37,38.9882223,,,11,44515.42062,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,7.36,38.8990044,36.97,106.7938263,,,14,56655.98988,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,3.28,2.4981012,253,2034.16812,,,4,16187.42568,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,4.91,17.0406189,32.99,71.2851021,,,23,93077.69766,,,,,,,,,,,,,,,,,,,,
kansas_lexington,cfx1,,,,,5.69,23.9996151,23.81,10.6169301,,,4,16187.42568,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,10.94,70.8390126,30.22,46.5717438,,,8,32374.85136,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,8.15,45.9472185,49.1,215.015139,,,10,40468.5642,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,5.51,22.3936929,42.72,158.0941188,,,23,93077.69766,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,4.59,14.1856461,31.96,62.0956584,,,6,24281.13852,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,20.8,158.807862,43.61,166.0345119,,,6,24281.13852,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,12.69,86.4521451,39.44,128.8306476,,,12,48562.27704,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,5.6,23.196654,33,71.37432,,,9,36421.70778,,,,,,,,,,,,,,,,,,,,
kansas_lexington,crs1,,,,,18.88,141.6780252,38.93,124.2805347,,,1,4046.85642,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,30.3,243.564867,118.12,830.7970848,,,38,153780.544,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,8.86,52.2816894,71.07,411.0268653,,,38,153780.544,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,28.73,229.5576567,94.68,621.6703272,,,29,117358.8362,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,49.13,411.5621727,70.4,405.049266,,,27,109265.1233,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,32.48,263.0143692,97.68,648.4356972,,,36,145686.8311,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,14.92,106.3477368,73.47,432.4391613,,,36,145686.8311,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,25.01,196.3685979,96.62,638.9785998,,,32,129499.4054,,,,,,,,,,,,,,,,,,,,
kansas_lexington,henola ,,,,,35.63,291.1180077,56.33,279.5196807,,,29,117358.8362,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,10.47,66.6457713,82.36,511.7538744,,,19,76890.27198,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,8.16,46.0364364,64.45,351.9646155,,,17,68796.55914,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,6.81,33.9920199,46.28,189.8556912,,,26,105218.2669,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,16.84,123.4775736,61.7,327.429693,,,13,52609.13346,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,9.39,57.0102381,71.58,415.5769782,,,20,80937.1284,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,7.21,37.5607359,69.71,398.8932309,,,26,105218.2669,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,5.9,25.873191,62.24,332.2474596,,,35,141639.9747,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hlesia,,,,,11.47,75.5675613,59.12,304.4114748,,,17,68796.55914,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,5.82,25.1594478,44.18,171.1199322,,,13,52609.13346,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,6.08,27.4791132,46.89,195.2979831,,,13,52609.13346,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,3.11,0.9813969,26.17,10.4384943,,,3,12140.56926,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,5.5,22.304475,31.13,54.6905727,,,8,32374.85136,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,7.73,42.2000667,40.61,139.2691419,,,7,28327.99494,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,11.28,73.8724212,53.79,256.8583341,,,13,52609.13346,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,3.66,5.8883814,28.74,33.3674946,,,4,16187.42568,,,,,,,,,,,,,,,,,,,,
kansas_lexington,hliana,,,,,5.46,21.9476034,33.81,78.6009699,,,13,52609.13346,,,,,,,,,,,,,,,,,,,,
