site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
Kansas Manhattan,Hliana,3,,,,,750,,2729,,65050,,101161,158,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Hliana,4,,,,,1050,,3143,,74342,,86999,162,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Hlukauskii51,1,,,,,1123,,3114,,92928,,149719,155,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Hlukauskii51,2,,,,,852,,3229,,120806,,186137,152,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Hlukauskii51,3,,,,,1000,,3148,,125453,,125440,152,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Hlukauskii51,4,,,,,1058,,4295,,139392,,151742,165,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Joey,1,,,,,1272,,1984,,65050,,66766,143,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Joey,2,,,,,1286,,2059,,148685,,107231,137,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Joey,3,,,,,1284,,812,,130099,,62720,140,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Joey,4,,,,,1152,,2149,,74342,,103184,146,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Katani,1,,,,,1515,,2321,,181210,,135556,88,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Katani,2,,,,,1310,,1678,,223027,,188160,79,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Katani,3,,,,,1578,,1678,,246259,,180067,79,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Katani,4,,,,,1623,,2079,,246259,,147695,79,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 2730,1,,,,,584,,1646,,181210,,82952,168,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 2730,2,,,,,739,,3989,,255552,,123417,195,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 2730,3,,,,,786,,2336,,153331,,70813,195,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 2730,4,,,,,457,,2175,,246259,,123417,207,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 452,1,,,,,254,,1753,,167270,,109254,183,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 452,2,,,,,820,,3328,,195149,,210415,189,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 452,3,,,,,399,,2277,,250906,,139602,186,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,NWG 452,4,,,,,340,,2648,,348480,,143649,189,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Rigel,1,,,,,1471,,3525,,223027,,246833,143,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Rigel,2,,,,,1364,,2873,,120806,,173997,155,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Rigel,3,,,,,1603,,3928,,185856,,289321,158,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Rigel,4,,,,,1111,,3751,,385651,,311576,171,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Vega,1,,,,,1612,,2536,,232320,,382389,125,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Vega,2,,,,,1376,,2817,,269491,,248856,131,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Vega,3,,,,,2034,,3542,,232320,,408691,134,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,Vega,4,,,,,1966,,3788,,404237,,295391,122,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,X-59,1,,,,,1654,,2494,,218381,,186137,98,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,X-59,2,,,,,1239,,1526,,288077,,178044,85,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,X-59,3,,,,,1939,,2209,,130099,,123417,101,,,,,,,,,,,,,,,,,,,
Kansas Manhattan,X-59,4,,,,,1470,,2321,,144038,,190183,110,,,,,,,,,,,,,,,,,,,
