site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
Michigan,Hlesia ,4,9,,,96.7629,861.1899,281.1899,2502.5897,30.18,122201.32,,,154.43,25.61,10.11,1.6829,44-51,,,,,,,,,,,,,,,
Michigan,Hliana,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Hliana,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Hliana,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Hliana,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Lara,1,11,,,93.4383,831.601,299.5626,2666.1067,51.18,207210.94,,,166.12,29.22,8.39,2.3788,44-51,,,,,,,,,,,,,,,
Michigan,Lara,2,11,,,132.9834,1183.5521,575.5031,5121.9773,47.24,191271.64,,,196.09,13.84,10.95,3.1737,44-51,,,,,,,,,,,,,,,
Michigan,Lara,3,11,,,0,0,175.1531,1558.8626,53.81,217837.14,,,158.5,21.14,7.38,1.1601,44-51,,,,,,,,,,,,,,,
Michigan,Lara,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2730,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2730,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2730,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2730,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2463,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2463,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2463,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 2463,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4000,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4000,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4000,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4000,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4113,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4113,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4113,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,NWG 4113,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Vega,1,16,,,151.5311,1348.6264,139.1076,1238.0577,49.87,201897.84,,,109.22,14.48,6.12,0.9869,44-51,,,,,,,,,,,,,,,
Michigan,Vega,2,16,,,153.4558,1365.7568,87.839,781.7673,48.56,196584.74,,,106.17,12.5,7.79,1.0115,44-51,,,,,,,,,,,,,,,
Michigan,Vega,3,16,,,167.804,1493.4558,96.063,854.9606,61.68,249715.75,,,117.35,7.91,6.62,1.2491,44-51,,,,,,,,,,,,,,,
Michigan,Vega,4,16,,,167.2791,1488.7839,187.4016,1667.874,39.37,159393.03,,,123.95,17.45,7.4,1.9873,44-51,,,,,,,,,,,,,,,
Michigan,X-59,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,X-59,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,X-59,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,X-59,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
