site,variety,rep,entry,,plot,grain.m,grain.a,straw.m,straw.a,pope.m,pope.a,poph.m,poph.a,height,height.sd,stem,stem.sd,male50,female50,malefemale,moist_perc,protein,oil,1000_kernal,lodging,leafspot,powmild,cerleafspot,southblight,fusarium,russet,cornworm,hempbore
Kansas Lexington ,Grandi,,,,,2.35,21,6.5,58,41.8,169301,20.5,82990.7,60.2,7.8,,,,,4.4:5.6,,,,,,,,,,,,,
Kansas Lexington ,Grandi,,,,,2.9,25.9,5.6,50,44.3,179259.9,20,80966.5,,,,,,,6.0:4.0,,,,,,,,,,,,,
Kansas Lexington ,Grandi,,,,,1.2,10.70592,1.45,12.93632,45.51,184239.4,4.5,18217.5,,,,,,,5.2:4.8,,,,,,,,,,,,,
Kansas Lexington ,Grandi,,,,,2.75,24.5344,2.5,22.304,50.43,204157.1,7,28338.3,,,,,,,6.2:3.8,,,,,,,,,,,,,
Kansas Lexington ,H-51 ,,,,,3.2,28.5,61,544.2,49.2,199177.7,54,218609.7,88.6,5.3,,,,,1.4:8.6,,,,,,,,,,,,,
Kansas Lexington ,H-51 ,,,,,1.85,16.5,57.3,510.8,30.8,124486.1,43.5,176102.2,93,6.2,,,,,2.0:8.0,,,,,,,,,,,,,
Kansas Lexington ,H-51 ,,,,,6.65,59.32864,104.4,931.41504,45.51,184239.4,50,202416.4,126.8,12.17374223,,,,,2.8:7.2,,,,,,,,,,,,,
Kansas Lexington ,H-51 ,,,,,0.25,2.2304,8.4,37.47072,62.73,253951.6,9.5,38459.1,59.2,7.661592524,,,,,1.0:9.0,,,,,,,,,,,,,
Kansas Lexington ,Henola ,,,,,36.55,326.1,54.9,489.3,34.4,139424.4,30,121449.8,100.4,3,,,,,2.0:8.0,,,,,,,,,,,,,
Kansas Lexington ,Henola ,,,,,7.75,69.1,126.4,1127.2,46.7,189218.8,53,214561.3,101.6,6.5,,,,,0.2:9.8,,,,,,,,,,,,,
Kansas Lexington ,Henola ,,,,,56.95,508.08512,91.05,812.31168,62.73,253951.6,57.5,232778.8,96.8,8.136338243,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,Henola ,,,,,2.85,25.42656,8.8,39.25504,23.37,94609.4,5.5,22265.8,68.4,2.701851217,,,,,1.0:9.0,,,,,,,,,,,,,
Kansas Lexington ,Hlesia ,,,,,0.95,8.5,41.9,373.8,40.6,164321.6,23,93111.5,106,10.6,,,,,1.4:8.6,,,,,,,,,,,,,
Kansas Lexington ,Hlesia ,,,,,1.4,12.5,54.8,488.5,38.1,154362.7,29.5,119425.7,103.8,9.8,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,Hlesia ,,,,,0.15,1.33824,10.4,92.78464,30.75,124486.1,10.5,42507.4,76.4,7.162401832,,,,,0.2:9.8,,,,,,,,,,,,,
Kansas Lexington ,Hlesia ,,,,,1.1,9.81376,26.7,238.20672,28.29,114527.2,27,109304.8,85.6,24.141251,,,,,0.6:9.4,,,,,,,,,,,,,
Kansas Lexington ,Hliana,,,,,0.75,6.7,22.1,196.7,18.5,74691.6,11,44531.6,94.4,11.3,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,Hliana,,,,,3.65,32.6,5.8,51.7,56.6,229054.3,11.5,46555.8,83.4,3,,,,,0.2:9.8,,,,,,,,,,,,,
Kansas Lexington ,Hliana,,,,,0.6,5.35296,8.1,72.26496,14.76,59753.3,5,20241.6,76.6,7.092249291,,,,,0.2:9.8,,,,,,,,,,,,,
Kansas Lexington ,Hliana,,,,,0.55,4.90688,14.5,64.6816,29.52,119506.6,14.5,58700.7,89.8,11.56287162,,,,,0.4:9.6,,,,,,,,,,,,,
Kansas Lexington ,Lara,,,,,0.35,,19.6,174.4,25.8,104568.3,20.5,82990.7,98.8,5.5,,,,,1.6:8.4,,,,,,,,,,,,,
Kansas Lexington ,Lara,,,,,8.15,72.7,73.9,329.7,57.8,234033.8,38.5,155860.6,108.4,12.9,,,,,1.0:9.0,,,,,,,,,,,,,
Kansas Lexington ,Lara,,,,,6.75,60.2208,61.55,549.12448,41.82,169301,37.5,151812.3,114.2,13.47961424,,,,,0.6:9.4,,,,,,,,,,,,,
Kansas Lexington ,Lara,,,,,0.95,8.47552,28.25,252.0352,61.5,248972.1,38.5,155860.6,86.2,17.85217074,,,,,1.6:8.4,,,,,,,,,,,,,
Kansas Lexington ,NWG 2730,,,,,64,571,93.4,832.8,30.8,124486.1,52,210513,136.6,13.6,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,NWG 2730,,,,,81.55,727.6,196.3,1750.9,52.9,214116,70,283382.9,140.6,8.3,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,NWG 2730,,,,,34.7,309.57952,95.65,853.35104,39.36,159342.2,31.5,127522.3,114.2,8.378544026,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,NWG 2730,,,,,25,223.04,78.1,696.77696,36.9,149383.3,63.5,257068.8,110.2,13.95349419,,,,,0.6:9.4,,,,,,,,,,,,,
Kansas Lexington ,NWG 2463,,,,,6.1,54.4,21.4,190.9,49.2,199177.7,8.5,34410.8,98,25.4,,,,,1.8:8.2,,,,,,,,,,,,,
Kansas Lexington ,NWG 2463,,,,,27.05,241.3,49.1,438.1,41.8,169301,22.5,91087.4,99.8,6.5,,,,,0.6:9.4,,,,,,,,,,,,,
Kansas Lexington ,NWG 2463,,,,,3.15,28.10304,10.5,93.6768,62.73,253951.6,7.5,30362.5,102.2,3.1144823,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,NWG 2463,,,,,1.85,16.50496,15.55,138.73088,75.03,303746,16,64773.2,86.4,4.393176527,,,,,0.6:9.4,,,,,,,,,,,,,
Kansas Lexington ,NWG 4000,,,,,45.45,405.5,130.6,1164.7,35.7,144403.8,35,141691.4,116,6.2,,,,,2.4:7.6,,,,,,,,,,,,,
Kansas Lexington ,NWG 4000,,,,,47.35,422.4,102,910,41.8,169301,41.5,168005.6,118.2,4.4,,,,,0.8:9.2,,,,,,,,,,,,,
Kansas Lexington ,NWG 4000,,,,,4.95,44.16192,21.45,191.36832,24.6,99588.8,21,85014.9,119.4,15.04327092,,,,,0.6:9.4,,,,,,,,,,,,,
Kansas Lexington ,NWG 4000,,,,,0.2,,5.25,46.8384,22.14,89630,4.5,18217.5,87.2,5.761944116,,,,,0.4:9.6,,,,,,,,,,,,,
Kansas Lexington ,NWG 4113,,,,,62.6,558.5,123.2,1098.7,50.4,204157.1,43.5,176102.2,123.2,18.5,,,,,2.0:8.0,,,,,,,,,,,,,
Kansas Lexington ,NWG 4113,,,,,3.25,,11.95,106.61312,22.14,89630,9,36434.9,93.6,12.75931033,,,,,0.4:9.6,,,,,,,,,,,,,
Kansas Lexington ,NWG 4113,,,,,51.45,459.01632,106.8,952.82688,52.89,214116,43,174078.1,109.6,6.107372594,,,,,2.0:8.0,,,,,,,,,,,,,
Kansas Lexington ,NWG 4113,,,,,6.15,54.86784,29.65,264.52544,35.67,144403.8,29.5,119425.7,88.6,12.72006289,,,,,1.0:9.0,,,,,,,,,,,,,
Kansas Lexington ,Vega,,,,,10.15,90.6,51.4,458.1,38.1,154362.7,34,137643.1,91.8,13.5,,,,,2.0:8.0,,,,,,,,,,,,,
Kansas Lexington ,Vega,,,,,11.45,102.15232,49.15,438.49664,34.44,139424.4,36,145739.8,103.2,14.65264481,,,,,0.2:9.8,,,,,,,,,,,,,
Kansas Lexington ,Vega,,,,,2.65,23.64224,13.1,116.87296,31.98,129465.5,20.5,82990.7,77.8,12.31665539,,,,,0.2:9.8,,,,,,,,,,,,,
Kansas Lexington ,Vega,,,,,0.65,5.79904,0.5,4.4608,46.74,189218.8,4.5,18217.5,80.2,5.357238094,,,,,1.2:8.8,,,,,,,,,,,,,
Kansas Lexington ,X-59,,,,,9.75,87,12,107.1,51.7,209136.6,26,105256.5,67,4.9,,,,,4.6:5.4,,,,,,,,,,,,,
Kansas Lexington ,X-59,,,,,4.85,43.26976,5.05,45.05408,46.74,189218.8,8,32386.6,55.4,9.396807969,,,,,5.2:4.8,,,,,,,,,,,,,
Kansas Lexington ,X-59,,,,,19.25,171.7408,7.3,32.56384,67.65,273869.3,18.5,74894.1,63.4,6.767569726,,,,,6.2:3.8,,,,,,,,,,,,,
Kansas Lexington ,X-59,,,,,2.8,24.98048,1.2,10.70592,59.04,239013.2,6,24290,61.4,13.55728586,,,,,5.6:4.4,,,,,,,,,,,,,
